label,clean_text
3,#zionist #terror nimagine kid #palestinian #muslim nzionists stealing #innocence childhood #jewish #children
1,brilliant lost joyous plot year admits fan
0,just joined #pottermore sorted hufflepuff #fuming
0,mos #shocking leads front
3,life one word depressing
3,well unboxing iphone plus channel november sadly thank staten island smh
1,patriot rookie jacoby brissett start houston tomorrow nite been learning process since got gotta ready
3,being shy biggest struggle life
0,#hudcomedy #adamrowe #insult slutfaceshlongnugget
3,penny dreadful cleaved fraction heart
0,only indian seems afraid war like india war war war cry war #pakistanmustpay
0,okay annoyed done good job #furious
3,taking picture awkward smile nme picture day awkward smile nconclusion stop smiling #pictureday #ornot
2,know know physiatrists seriously number one best thing people anxiety
0,nigga horrible bro
1,hard stifle laughter overheard comment really amazing worst ways
0,annoys ortiz tribute would oriole fans organization feel yanks
3,picked phone #shocking
1,with without cake seeing wee cheery face always joy
3,know guys sink game build team play solos but hear make nothing solos
3,the depressing part ill taste goes
3,gloomy day tony
0,red heads fiery
0,wanting salty fries mcdonald since yesterday burning fingers eating shits
2,watching phil webcast something missing reminds blithe journey end saw bway might gershwin
1,hilarious
0,jeans fake pockets #horrible
3,ring ring #depression
3,this nigga even look real family #sad
2,#sheikhhasina speech terms #terrorism global challenge urges world leaders work together unroot everywhere
3,saw save the day psa why obvious tears thought cheerful self
0,would furrow face would redden protests would seem seen unattractive wukong eyes
3,prayers family friends amp members mourn loss engineer ryan osler #lodd #rip
0,concerns amp anxiety matter shall return favor #eyematter
3,dream dropped iphone broke #cry #iphone #nightmare
3,also apart skyfall music dire boring
3,too many gloomy days
0,#peoplelikemebecause unknown reason try discourage
1,love insta
1,decent sleep makes kurt happy soldier spit amp polish converse men chests baseball caps jaunty angle
3,rather leave child #shudder
1,standard candice starting show pout #startasyoumeantogoon #gbbo
1,inha seol banter rly fun read awe seol willing deal tho
0,greater wrath woman scorned
0,#tmobile #stores #original #note #customer zero #results what going guys #terrible #customerservice hour #waittime
3,nasty nasty chilly rain put damper afternoon cigar this not good thing and four #congresscritters tomorrow
3,nmichael carrick struck back net much delight pressure man fanz mou
1,onto know secretly pine masculine order objective morality disciplined transcendent pursuits
1,literally dying amp living time catch twitter following life basic #hilarity
3,mary astounded concept leftover milk end cereal #gbbo
0,biggest #threat #global #stability #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea vwo
2,you certainly catch multitude
0,indignant wants world knows obama nothing putin wants #aleppo #syria
2,when finished discover never random #thoughts #crossoverlife
1,lmao slutty hater girl that video hilarious
0,astounded respect blacks vote like human talk towards what bigotry display
1,simple get two shots espresso grande decaf degrees soy americano extra foam #barista
3,there goes butterflies stomach #anxietyproblems
0,wallah blood boiling need take nap ugh
1,steak pie supper
3,from know man assume heated argument penis #sad
0,serious problems expectation private philanthropy replace functional government services dangerous
0,meanwhile white cops keep killing black people but less outrage strange society
1,took school proud say got accepted girl going finish #happy
3,feeling worthless always #depression
3,dear everyone hssu stop walking phones smile wave smile wave back
0,where outrage black man kills another black man streets
3,feel like singing song human sadness julian cassablancas the voidz sad music #depression #sad #sadness
1,another fun fact afraid
0,wrong needed levity recording
3,bring interview hospital tho #nervous
0,what supposed animosity bullshit con iranians
3,reaching again hope contact technical issues your severely lacking #badkarma #unhappy
1,val reminds one cheerful witches looks aurora disney sleeping beauty #gbbo
0,thanks getting back exemplary customer service loyal customer #jk #awful #residentadvisor #poorservice
2,#strongwomen terrify #weakmen let #bully wear loving consistency truth rough times hang
3,thing twitter remember tweet bored alone comes across like really dull sad life
0,you never find someone loved like and love revenge
1,mixing pretty well using slider pretty affective far #thebabybombers #yankees #offense
0,god knows wanna girl slept half mates #grim
1,paul forever paul paul played better game #bb
0,care less #gotham watched since mid point season
3,even celebrate wins mourn cause first test week busy
1,you make breathless
0,fuckin restless
1,hearty welcome followed
0,the liberal outrage king saying word really angers the white yuppie progressives fuck shame blacks
0,nick said territorial growl someone gets close #hesananimal
0,kitchen sink kitchen sink okay friend
3,when burst crying alone realize one truly knows unhappy really want anyone know
3,btw month depression free time got relapse superb #depression
1,same gaming sites leaned heyday leaned last gen this gen started vitriolic mostly
3,thought left part life behind nit back haunt every girl loves
1,meeting tiff mall soon congrats getting babes
0,dude way irritate way give pussy
1,awe yay thank god worried
1,watch amazing live broadcast #lively #musically
2,despise lord #discipline #resent rebuke #lord disciplines loves #proverbs
1,close end revision taking story love new direction exhilarating #endlesspossibilities #amwriting
0,look #horrible today saw people past min
0,everyday gay panic stunning drew guy att blocked toilet stall cracks paper towels total incomprehension
3,realistic probability clown might next president #clown #uspol #nightmare
0,unarmed blacks killed white cops that many die every month chicago wheres #outrage
0,really care like state would seriously address sensitivity training employees #awful
3,teeth sunk vein poor woman accidentally small problem engine outside
0,bilal abood #iraq #immigrant lives mesquite texas sentenced months prison lying feds
3,sadly best days behind
3,click cupcake vehicles available #sadness
1,well hear girls attracted men look like dad
2,sorry upset madam got queries hesitate contact department meantime fancy beer
0,for last years averaging terrorist attacks month good debate topic #trump #hillary
0,having one #angry days stop watching #news
1,may send copy #herothegreyhound either book real paper one boy greyhound #smiles #tears
1,kayaking merriment together sevylor inflatable kayaks eyggjxml
1,this white lady told incite suspicion based look tatoos athletic build wear durag wow
1,sylvia elated receive kisses little prince bright smile clear glanced garrett elyse
1,#heyday race war
0,hell hath fury like sound technician scorned nthat quote right
1,love dog playful really scratched face flailing paws excitement almost tore nose ring
1,despite absolute delight children would feel kitten home misery husband would feel
0,please fire lemon let report anymore protest #horrible #negative runs away issue hand
3,the problem time taken means going date already #sadly
3,pretty sure cause ever since saturday ive super sad lol
1,best quote german almost
1,wow thought #judgelynntoler specter morning problem haunt afternoon well written that sentence
3,put passport safe back getting back australia only problem remember safe #panic
