text,target,emotion
also miss glee gleek glee gleeforever dreamscometrue dontstopbelieving gleecast user,3,sadness
moment nif kill spirit die natural '- princesstaye murder suicide depression racism pride,3,sadness
user he's brilliant lost joyous plot us year admits fan,1,joy
user user user user absolutely shocking behavour,0,anger
user daunting trying follow swift news trends facing mind-shattering patterns terms left right i'm trying adopt gently,2,optimism
really strange awful dreams last night i'd even eat cheese bed nightmare lovemysleep,3,sadness
flattered locals keep asking im swedish swedish beautiful europe,1,joy
user stop fearing stop fearmongering much better,2,optimism
snores tl boredom sunk,3,sadness
bloody parking ticket,0,anger
professor introduce say one interesting fact n nhi i'm ethan sun engulf planet fiery explosion one day,1,joy
user user user user might pout star baker tho,1,joy
user ap productive week st half gb kalil horrible user strongest asset currently,0,anger
user live manhattan broflake fake outrage whiny-millennial level,0,anger
user earth keep changing channels logic makes recording impossible frustrated angry,0,anger
user may right since year bad events begin b i'm privately hoping we've got least c-z go st optimism,2,optimism
wish next madden story mode like fifa,2,optimism
user oh that's brian invite offended,0,anger
lvg bribed refs utd personal revenge foul prick,0,anger
bedtime full listen lou reed's album transformer full albums underrated days back back enjoyment x,1,joy
discouraged failure learn -- thomas j watson motivationalquote success,2,optimism
im worst week ever cant even go home yet sulk bed,3,sadness
going waste energy holding grudge someone wasnt even life year xd ntime release feelings dislike,2,optimism
today horrible half day,0,anger
candice's pout gonna take someone eye mate gbbo,0,anger
user chirp,1,joy
basically donald trump intimidated hillary clinton sought foreign assistance including cyberattacks 'win',0,anger
biblemotivate worrying worried n peter nthrow worry cares faith leadership mindfu,2,optimism
one bitterness anger lack job security esp one obvious manoeuvres remedy situation,0,anger
user took trip ireland right bought home way could dread taking days work,3,sadness
user i've disconnected whilst holiday move house st october furious,0,anger
absolutely love anxiety attack halfway family meal,1,joy
user user trump supporters clue meaning words used like sad nevertrump,3,sadness
yay big shout friend user welcoming back twitter terrific writer stay tuned tweets,1,joy
user loved sing tiff q japanese line obviously spoken non japanese way find japanese line,1,joy
monster monster view,2,optimism
fellaini playing ahead guy let sink,3,sadness
easily forgive child afraid dark real tragedy life men afraid light plato,2,optimism
user dont forget eat dinner nunna,1,joy
b day next week catch sauce watch heaviness,1,joy
ive always wondered long angelina put brad's crap gon lie,0,anger
annoy name annoys everything annoys,0,anger
user nightmare christmas,0,anger
finally got drivers permit yes readytodrive nervous scared,1,joy
user they're garbage obviously like suck still grim watch,0,anger
honestly today felt like maybe track,3,sadness
user oh lords would blood boiling,0,anger
perfect illusion least know angry ladygaga iscalming mysoul,0,anger
want canada rn awe,3,sadness
user user user user i'd perched unfortunately wrapped heavy chains sink,3,sadness
fuking fuming,0,anger
see people selling maymac presss conference tickets wembley free scum cunts,0,anger
rooney oh dear oh dear fucking dreadful,0,anger
i'll never delete someone facebook gives satisfaction someone intimidated certainly,2,optimism
best horror comedy movie anandobrahma user srinivasreddy nd half got throat pain toomuch laughs,1,joy
catching greys almost make two episodes sad storyline two best worst eps,3,sadness
minus hours till meet designer wants model new fashion line,1,joy
harking back - dt's challenge user give dt hearty thank release tax returns,1,joy
user like cold gloomy weather,1,joy
please stop merriment annoying,0,anger
mary astounded concept leftover milk end cereal gbbo,3,sadness
user yeah agree - think family member covered sad,3,sadness
least one alternate universe trump stayed democrat beat hrc nom got elected democratic president,2,optimism
user user never knew situation dire,3,sadness
cream tea user delicious,1,joy
user fucked coupon goal raging,0,anger
user literally nicole already chance played shitty seasons bitter,0,anger
wish appreciated turn taken care want break tired,3,sadness
user would furrow face would redden protests would seem seen unattractive wukong's eyes,0,anger
user nearly started crying full panic attack tatinof bc crowds feel,3,sadness
user what's make panic,0,anger
grieve things badly,3,sadness
lost blinders,3,sadness
user user sort user,2,optimism
damnnit gonna pts shy chiefs rewards getting post game photo,0,anger
user cheer chuck,1,joy
everything order online comes looking like piece shit,0,anger
told therapist i'm dance team unhappy,3,sadness
user fury road,0,anger
user user hell hath fury like women scorned affair parenting,0,anger
excitement get see tipping point tv rather sad,3,sadness
know what's worse new pizza hut commercials pizza pizza hut makes,0,anger
ppl talking diets feeling terrible hahaha,1,joy
user user think funny guys bullying man struggling put poncho bully bullies bbc,0,anger
user send sales email suggesting procrastinating 'asking derek accounts' male,0,anger
user i've disconnected whilst holiday move house st october,0,anger
fuck boiling inside gonna good let,0,anger
user looks like city fans already blaming ref shock defeat bournemouth amusing,1,joy
man know juggle balls n funny pun lol punny,1,joy
autumnalequinox nights drawing great time look putting new lights dark showroom news wirral,1,joy
can't even right bb rage,0,anger
ripkara could seen local mall school football games im disheartened,3,sadness
rt user need one back whole cd hard one rage flew rhyme flow n u speak dollar,0,anger
unfortunate years im still struggling depression smh,3,sadness
scared thought lost another daughter tonight grateful otm,1,joy
competition suppose motivate better everytime bitter time -de philosopher dj kyos n quote success csgo,2,optimism
bake tv match phone nightmare i'm stressed gbbo ntfcvmufc,3,sadness
user user that's actually awful treat get home tho,0,anger
going back work today depressing,3,sadness
weird discussing sex resentment confusion thing writing last night,3,sadness
angel delight everything,1,joy
get people leave phone disturb day mom threaten respond within seconds,0,anger
weird dreams last night first dogs whose heads explode roaches come second dark clouds flying space,3,sadness
user conte furious board wants quits,0,anger
point maximum danger point minimum fear,2,optimism
chicks even talk look flattered,1,joy
disney animated films remade live action reanimate,2,optimism
good thing pessimist low expectations time pleasantly surprised often pessimist,3,sadness
user looked like sea weed version cousin adams family reaaaally tall,1,joy
honestly today felt like maybe track sad,3,sadness
news disheartening everything going result lack understanding misinformation media sadness,3,sadness
user sitting wrapped fluffy blanket incense burning listening bon iver drinking mulled wine i'm,1,joy
person get bitter seeing ravi stans,0,anger
user user rare officer shoots without regard want conscience incite inflame,0,anger
divamagazine straight people even arse straight guys think means threesome fine,0,anger
user directtv best apparently sit silent anger 'don't press say anything',0,anger
user actually solid insult,0,anger
north america vs sweden exhilarating hockey i've ever watched wow mackinonns mitts silky teamna wch,1,joy
user user user still can't get jimmy garoppolo head almost weeks thanks lot hilarious,1,joy
user bought ticket harlow heathrow ticket machine accepted heathrow express fuming,0,anger
took expo flight need sold expo,3,sadness
user improve makeup dear avoid reduction viewership,3,sadness
user user user might sting bit lads get betterwithsinnfein,2,optimism
horny anyone horny bi sex london snapchat gaysnap hornysnap snapchatgay snapchathorny gaysnapchat hornysnapchat snapgay snap,1,joy
screened snap kind narcissistic ass would smh,0,anger
user user tfw ur fans panic cuz think u cut ur hair,0,anger
user charlie attempted suffocate cushion cheering much great news,1,joy
